Country,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
China,151,Unhealthy,6,Good,101,Unhealthy for Sensitive Groups,15,Good,151,Unhealthy
United States of America,86,Moderate,2,Good,86,Moderate,1,Good,39,Good
Madagascar,47,Good,1,Good,17,Good,0,Good,47,Good
Ethiopia,68,Moderate,1,Good,27,Good,0,Good,68,Moderate
Italy,62,Moderate,1,Good,62,Moderate,0,Good,54,Moderate
France,70,Moderate,1,Good,46,Good,1,Good,70,Moderate
Cameroon,40,Good,1,Good,15,Good,0,Good,40,Good
United States of America,63,Moderate,2,Good,27,Good,13,Good,63,Moderate
United States of America,48,Good,1,Good,43,Good,1,Good,48,Good
Japan,83,Moderate,2,Good,18,Good,18,Good,83,Moderate
Japan,46,Good,1,Good,46,Good,1,Good,46,Good
United States of America,47,Good,1,Good,37,Good,2,Good,47,Good
China,125,Unhealthy for Sensitive Groups,3,Good,13,Good,20,Good,125,Unhealthy for Sensitive Groups
Burkina Faso,54,Moderate,1,Good,25,Good,0,Good,54,Moderate
France,72,Moderate,1,Good,43,Good,2,Good,72,Moderate
United States of America,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,100,Unhealthy for Sensitive Groups,3,Good,17,Good,23,Good,100,Unhealthy for Sensitive Groups
Brazil,29,Good,0,Good,19,Good,0,Good,29,Good
Colombia,15,Good,1,Good,6,Good,0,Good,15,Good
Indonesia,161,Unhealthy,5,Good,2,Good,22,Good,161,Unhealthy
Belgium,55,Moderate,1,Good,41,Good,1,Good,55,Moderate
Netherlands,40,Good,1,Good,38,Good,0,Good,40,Good
Russian Federation,43,Good,1,Good,43,Good,1,Good,32,Good
India,176,Unhealthy,4,Good,93,Moderate,5,Good,176,Unhealthy
Philippines,61,Moderate,1,Good,17,Good,3,Good,61,Moderate
Poland,35,Good,1,Good,35,Good,0,Good,23,Good
India,159,Unhealthy,2,Good,33,Good,6,Good,159,Unhealthy
United States of America,36,Good,1,Good,36,Good,0,Good,22,Good
United States of America,51,Moderate,1,Good,48,Good,2,Good,51,Moderate
Brazil,60,Moderate,1,Good,27,Good,0,Good,60,Moderate
Nepal,101,Unhealthy for Sensitive Groups,3,Good,33,Good,2,Good,101,Unhealthy for Sensitive Groups
India,171,Unhealthy,4,Good,50,Good,7,Good,171,Unhealthy
India,150,Unhealthy,1,Good,29,Good,1,Good,150,Unhealthy
Netherlands,38,Good,0,Good,38,Good,0,Good,30,Good
Belgium,53,Moderate,1,Good,38,Good,1,Good,53,Moderate
Germany,61,Moderate,1,Good,61,Moderate,0,Good,60,Moderate
United Republic of Tanzania,21,Good,0,Good,21,Good,0,Good,18,Good
Italy,83,Moderate,1,Good,39,Good,0,Good,83,Moderate
Brazil,50,Good,1,Good,23,Good,0,Good,50,Good
Norway,45,Good,1,Good,45,Good,0,Good,15,Good
United States of America,43,Good,1,Good,41,Good,1,Good,43,Good
Belgium,51,Moderate,1,Good,38,Good,2,Good,51,Moderate
United Kingdom of Great Britain and Northern Ireland,38,Good,1,Good,38,Good,0,Good,29,Good
United States of America,52,Moderate,1,Good,32,Good,1,Good,52,Moderate
United States of America,58,Moderate,1,Good,58,Moderate,0,Good,19,Good
United States of America,51,Moderate,1,Good,46,Good,2,Good,51,Moderate
Japan,73,Moderate,1,Good,32,Good,9,Good,73,Moderate
United Kingdom of Great Britain and Northern Ireland,37,Good,1,Good,36,Good,1,Good,37,Good
Germany,39,Good,1,Good,39,Good,0,Good,30,Good
Germany,62,Moderate,1,Good,60,Moderate,0,Good,62,Moderate
Spain,38,Good,1,Good,38,Good,0,Good,37,Good
Mexico,54,Moderate,1,Good,29,Good,0,Good,54,Moderate
Honduras,29,Good,1,Good,17,Good,0,Good,29,Good
Honduras,76,Moderate,1,Good,22,Good,0,Good,76,Moderate
Spain,46,Good,1,Good,46,Good,0,Good,45,Good
Russian Federation,172,Unhealthy,15,Good,32,Good,11,Good,172,Unhealthy
Lithuania,35,Good,1,Good,35,Good,0,Good,21,Good
Ghana,29,Good,0,Good,23,Good,0,Good,29,Good
Kazakhstan,58,Moderate,1,Good,37,Good,0,Good,58,Moderate
Germany,63,Moderate,1,Good,51,Moderate,0,Good,63,Moderate
United States of America,28,Good,0,Good,21,Good,2,Good,28,Good
United States of America,109,Unhealthy for Sensitive Groups,3,Good,16,Good,19,Good,109,Unhealthy for Sensitive Groups
Germany,54,Moderate,1,Good,43,Good,0,Good,54,Moderate
India,154,Unhealthy,1,Good,32,Good,1,Good,154,Unhealthy
Russian Federation,37,Good,1,Good,37,Good,0,Good,15,Good
Russian Federation,44,Good,1,Good,44,Good,1,Good,32,Good
France,40,Good,1,Good,31,Good,3,Good,40,Good
Pakistan,149,Unhealthy for Sensitive Groups,1,Good,23,Good,1,Good,149,Unhealthy for Sensitive Groups
Canada,37,Good,1,Good,26,Good,0,Good,37,Good
Italy,57,Moderate,1,Good,57,Moderate,0,Good,56,Moderate
Brazil,20,Good,0,Good,20,Good,0,Good,15,Good
Russian Federation,40,Good,1,Good,40,Good,2,Good,25,Good
India,157,Unhealthy,2,Good,72,Moderate,1,Good,157,Unhealthy
India,164,Unhealthy,5,Good,33,Good,9,Good,164,Unhealthy
India,102,Unhealthy for Sensitive Groups,3,Good,12,Good,8,Good,102,Unhealthy for Sensitive Groups
Denmark,42,Good,1,Good,42,Good,0,Good,23,Good
Germany,61,Moderate,1,Good,51,Moderate,0,Good,61,Moderate
United States of America,48,Good,1,Good,43,Good,1,Good,48,Good
Netherlands,37,Good,0,Good,37,Good,0,Good,31,Good
Uzbekistan,125,Unhealthy for Sensitive Groups,1,Good,38,Good,9,Good,125,Unhealthy for Sensitive Groups
United States of America,48,Good,1,Good,48,Good,1,Good,19,Good
Germany,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate
Russian Federation,46,Good,1,Good,38,Good,0,Good,46,Good
Republic of North Macedonia,64,Moderate,1,Good,46,Good,0,Good,64,Moderate
Spain,36,Good,1,Good,36,Good,0,Good,20,Good
Japan,82,Moderate,1,Good,26,Good,18,Good,82,Moderate
India,152,Unhealthy,3,Good,37,Good,3,Good,152,Unhealthy
Japan,72,Moderate,2,Good,22,Good,10,Good,72,Moderate
Italy,72,Moderate,1,Good,60,Moderate,0,Good,72,Moderate
United States of America,50,Good,1,Good,36,Good,1,Good,50,Good
Brazil,24,Good,0,Good,24,Good,0,Good,19,Good
United States of America,85,Moderate,1,Good,85,Moderate,1,Good,14,Good
Brazil,31,Good,0,Good,18,Good,0,Good,31,Good
Brazil,28,Good,0,Good,16,Good,0,Good,28,Good
Italy,74,Moderate,1,Good,49,Good,0,Good,74,Moderate
Brazil,72,Moderate,1,Good,29,Good,1,Good,72,Moderate
Brazil,23,Good,0,Good,20,Good,0,Good,23,Good
Czechia,66,Moderate,1,Good,49,Good,0,Good,66,Moderate
Russian Federation,35,Good,1,Good,35,Good,0,Good,17,Good
United States of America,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
France,39,Good,1,Good,39,Good,0,Good,28,Good
Ukraine,46,Good,1,Good,44,Good,0,Good,46,Good
Thailand,56,Moderate,1,Good,14,Good,2,Good,56,Moderate
India,145,Unhealthy for Sensitive Groups,4,Good,37,Good,7,Good,145,Unhealthy for Sensitive Groups
Italy,65,Moderate,1,Good,65,Moderate,0,Good,48,Good
United States of America,51,Moderate,1,Good,38,Good,3,Good,51,Moderate
Italy,51,Moderate,1,Good,51,Moderate,0,Good,36,Good
Mexico,181,Unhealthy,4,Good,24,Good,9,Good,181,Unhealthy
Russian Federation,41,Good,1,Good,41,Good,0,Good,26,Good
India,162,Unhealthy,4,Good,45,Good,9,Good,162,Unhealthy
Chile,22,Good,1,Good,22,Good,1,Good,18,Good
Syrian Arab Republic,72,Moderate,1,Good,72,Moderate,1,Good,59,Moderate
Colombia,17,Good,1,Good,17,Good,0,Good,11,Good
Poland,68,Moderate,1,Good,45,Good,0,Good,68,Moderate
India,153,Unhealthy,1,Good,35,Good,2,Good,153,Unhealthy
India,165,Unhealthy,5,Good,41,Good,12,Good,165,Unhealthy
India,151,Unhealthy,1,Good,29,Good,3,Good,151,Unhealthy
United States of America,51,Moderate,1,Good,32,Good,1,Good,51,Moderate
India,172,Unhealthy,3,Good,34,Good,11,Good,172,Unhealthy
Germany,65,Moderate,1,Good,61,Moderate,0,Good,65,Moderate
United Kingdom of Great Britain and Northern Ireland,46,Good,1,Good,38,Good,0,Good,46,Good
United States of America,50,Good,1,Good,44,Good,2,Good,50,Good
United Kingdom of Great Britain and Northern Ireland,33,Good,1,Good,33,Good,1,Good,30,Good
Germany,43,Good,1,Good,43,Good,0,Good,22,Good
Finland,36,Good,1,Good,36,Good,1,Good,6,Good
Mexico,40,Good,1,Good,29,Good,0,Good,40,Good
Uruguay,18,Good,0,Good,18,Good,0,Good,8,Good
Brazil,74,Moderate,1,Good,30,Good,1,Good,74,Moderate
United States of America,38,Good,0,Good,23,Good,0,Good,38,Good
Spain,41,Good,1,Good,41,Good,0,Good,32,Good
India,154,Unhealthy,2,Good,23,Good,4,Good,154,Unhealthy
United States of America,95,Moderate,3,Good,23,Good,17,Good,95,Moderate
Ecuador,50,Good,1,Good,23,Good,0,Good,50,Good
France,60,Moderate,1,Good,47,Good,0,Good,60,Moderate
Sierra Leone,21,Good,1,Good,20,Good,0,Good,21,Good
Kenya,85,Moderate,2,Good,12,Good,1,Good,85,Moderate
Poland,39,Good,1,Good,39,Good,0,Good,20,Good
Japan,51,Moderate,1,Good,46,Good,3,Good,51,Moderate
United States of America,43,Good,1,Good,23,Good,2,Good,43,Good
Namibia,43,Good,0,Good,32,Good,0,Good,43,Good
United States of America,51,Moderate,1,Good,45,Good,1,Good,51,Moderate
Mexico,161,Unhealthy,1,Good,38,Good,3,Good,161,Unhealthy
South Africa,171,Unhealthy,6,Good,15,Good,9,Good,171,Unhealthy
Russian Federation,50,Good,1,Good,50,Good,0,Good,11,Good
United States of America,49,Good,1,Good,30,Good,3,Good,49,Good
Spain,42,Good,1,Good,42,Good,0,Good,31,Good
Cuba,43,Good,1,Good,34,Good,0,Good,43,Good
United States of America,58,Moderate,1,Good,36,Good,4,Good,58,Moderate
Indonesia,156,Unhealthy,3,Good,22,Good,9,Good,156,Unhealthy
Brazil,23,Good,0,Good,23,Good,0,Good,17,Good
India,153,Unhealthy,1,Good,34,Good,2,Good,153,Unhealthy
Italy,59,Moderate,1,Good,55,Moderate,0,Good,59,Moderate
United States of America,37,Good,1,Good,28,Good,2,Good,37,Good
India,59,Moderate,2,Good,9,Good,3,Good,59,Moderate
Brazil,23,Good,0,Good,23,Good,0,Good,19,Good
United States of America,35,Good,0,Good,35,Good,0,Good,34,Good
Brazil,34,Good,0,Good,18,Good,0,Good,34,Good
Guatemala,65,Moderate,2,Good,18,Good,3,Good,65,Moderate
Dominican Republic,102,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,102,Unhealthy for Sensitive Groups
Mexico,190,Unhealthy,1,Good,35,Good,3,Good,190,Unhealthy
Italy,60,Moderate,1,Good,60,Moderate,0,Good,41,Good
United States of America,52,Moderate,1,Good,32,Good,3,Good,52,Moderate
India,76,Moderate,1,Good,19,Good,1,Good,76,Moderate
Serbia,95,Moderate,1,Good,39,Good,0,Good,95,Moderate
Romania,50,Good,1,Good,49,Good,0,Good,50,Good
United Kingdom of Great Britain and Northern Ireland,39,Good,1,Good,39,Good,0,Good,32,Good
United States of America,49,Good,1,Good,49,Good,1,Good,38,Good
United States of America,82,Moderate,2,Good,82,Moderate,1,Good,35,Good
India,107,Unhealthy for Sensitive Groups,2,Good,25,Good,6,Good,107,Unhealthy for Sensitive Groups
Cuba,30,Good,1,Good,30,Good,0,Good,24,Good
United States of America,46,Good,1,Good,44,Good,2,Good,46,Good
Haiti,103,Unhealthy for Sensitive Groups,1,Good,36,Good,0,Good,103,Unhealthy for Sensitive Groups
Thailand,57,Moderate,1,Good,17,Good,2,Good,57,Moderate
France,47,Good,1,Good,47,Good,3,Good,42,Good
France,54,Moderate,1,Good,42,Good,1,Good,54,Moderate
Madagascar,47,Good,1,Good,21,Good,0,Good,47,Good
Switzerland,64,Moderate,1,Good,38,Good,0,Good,64,Moderate
Japan,55,Moderate,1,Good,32,Good,5,Good,55,Moderate
Brazil,27,Good,1,Good,5,Good,0,Good,27,Good
India,90,Moderate,3,Good,2,Good,6,Good,90,Moderate
United States of America,56,Moderate,1,Good,37,Good,2,Good,56,Moderate
Myanmar,69,Moderate,2,Good,4,Good,2,Good,69,Moderate
Bangladesh,80,Moderate,2,Good,21,Good,5,Good,80,Moderate
Russian Federation,35,Good,1,Good,35,Good,0,Good,26,Good
Argentina,45,Good,1,Good,16,Good,4,Good,45,Good
China,164,Unhealthy,6,Good,54,Moderate,18,Good,164,Unhealthy
Indonesia,34,Good,0,Good,21,Good,0,Good,34,Good
Italy,69,Moderate,1,Good,69,Moderate,0,Good,54,Moderate
Germany,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate
United States of America,47,Good,1,Good,40,Good,3,Good,47,Good
United States of America,50,Good,1,Good,31,Good,4,Good,50,Good
United States of America,52,Moderate,1,Good,30,Good,2,Good,52,Moderate
Russian Federation,40,Good,1,Good,40,Good,0,Good,9,Good
Brazil,26,Good,0,Good,19,Good,0,Good,26,Good
Brazil,30,Good,0,Good,24,Good,0,Good,30,Good
Japan,91,Moderate,3,Good,36,Good,8,Good,91,Moderate
Japan,116,Unhealthy for Sensitive Groups,3,Good,20,Good,14,Good,116,Unhealthy for Sensitive Groups
Botswana,39,Good,1,Good,31,Good,0,Good,39,Good
Chile,97,Moderate,4,Good,2,Good,5,Good,97,Moderate
Brazil,30,Good,0,Good,17,Good,0,Good,30,Good
India,151,Unhealthy,3,Good,19,Good,9,Good,151,Unhealthy
Italy,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate
Italy,67,Moderate,1,Good,67,Moderate,0,Good,43,Good
India,160,Unhealthy,2,Good,33,Good,3,Good,160,Unhealthy
Sri Lanka,89,Moderate,1,Good,20,Good,3,Good,89,Moderate
Malta,70,Moderate,1,Good,70,Moderate,0,Good,42,Good
Peru,38,Good,1,Good,18,Good,0,Good,38,Good
Kenya,30,Good,0,Good,15,Good,0,Good,30,Good
Mexico,332,Hazardous,3,Good,26,Good,8,Good,332,Hazardous
Turkey,46,Good,1,Good,46,Good,0,Good,34,Good
Cameroon,55,Moderate,1,Good,22,Good,0,Good,55,Moderate
Czechia,58,Moderate,1,Good,41,Good,0,Good,58,Moderate
Iran (Islamic Republic of),116,Unhealthy for Sensitive Groups,1,Good,28,Good,1,Good,116,Unhealthy for Sensitive Groups
Canada,31,Good,1,Good,31,Good,0,Good,31,Good
India,172,Unhealthy,5,Good,126,Unhealthy for Sensitive Groups,5,Good,172,Unhealthy
Togo,59,Moderate,1,Good,15,Good,0,Good,59,Moderate
India,175,Unhealthy,4,Good,175,Unhealthy,1,Good,157,Unhealthy
China,97,Moderate,2,Good,97,Moderate,2,Good,77,Moderate
Indonesia,57,Moderate,1,Good,32,Good,0,Good,57,Moderate
Russian Federation,34,Good,1,Good,34,Good,0,Good,32,Good
Georgia,33,Good,1,Good,33,Good,0,Good,31,Good
India,55,Moderate,0,Good,25,Good,0,Good,55,Moderate
India,113,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,113,Unhealthy for Sensitive Groups
India,63,Moderate,0,Good,22,Good,0,Good,63,Moderate
Nepal,34,Good,1,Good,32,Good,0,Good,34,Good
Tunisia,124,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,124,Unhealthy for Sensitive Groups
United States of America,55,Moderate,2,Good,28,Good,11,Good,55,Moderate
United States of America,55,Moderate,1,Good,15,Good,10,Good,55,Moderate
United States of America,52,Moderate,1,Good,20,Good,10,Good,52,Moderate
Belgium,63,Moderate,1,Good,27,Good,8,Good,63,Moderate
Spain,62,Moderate,1,Good,17,Good,3,Good,62,Moderate
Nigeria,58,Moderate,2,Good,18,Good,1,Good,58,Moderate
Guatemala,38,Good,1,Good,13,Good,1,Good,38,Good
Spain,28,Good,0,Good,28,Good,2,Good,12,Good
Colombia,62,Moderate,1,Good,8,Good,3,Good,62,Moderate
United States of America,65,Moderate,2,Good,14,Good,19,Good,65,Moderate
United States of America,58,Moderate,1,Good,40,Good,1,Good,58,Moderate
United States of America,58,Moderate,2,Good,26,Good,8,Good,58,Moderate
Germany,57,Moderate,1,Good,29,Good,6,Good,57,Moderate
Ukraine,56,Moderate,1,Good,31,Good,1,Good,56,Moderate
Brazil,22,Good,1,Good,7,Good,1,Good,22,Good
Colombia,61,Moderate,2,Good,5,Good,4,Good,61,Moderate
United States of America,42,Good,1,Good,26,Good,3,Good,42,Good
Italy,47,Good,1,Good,47,Good,1,Good,27,Good
India,157,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy
Kingdom of Eswatini,114,Unhealthy for Sensitive Groups,2,Good,21,Good,3,Good,114,Unhealthy for Sensitive Groups
Central African Republic,86,Moderate,2,Good,15,Good,0,Good,86,Moderate
Switzerland,53,Moderate,1,Good,31,Good,2,Good,53,Moderate
Germany,65,Moderate,1,Good,34,Good,3,Good,65,Moderate
Poland,65,Moderate,1,Good,34,Good,1,Good,65,Moderate
Cameroon,74,Moderate,2,Good,23,Good,0,Good,74,Moderate
Japan,49,Good,1,Good,46,Good,2,Good,49,Good
Gabon,78,Moderate,3,Good,15,Good,0,Good,78,Moderate
United States of America,53,Moderate,1,Good,26,Good,9,Good,53,Moderate
Italy,45,Good,1,Good,45,Good,1,Good,21,Good
Kenya,51,Moderate,1,Good,24,Good,0,Good,51,Moderate
Cameroon,42,Good,1,Good,17,Good,0,Good,42,Good
Italy,56,Moderate,1,Good,46,Good,2,Good,56,Moderate
Dominican Republic,159,Unhealthy,5,Good,5,Good,12,Good,159,Unhealthy
Italy,47,Good,1,Good,47,Good,2,Good,45,Good
Jamaica,106,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,106,Unhealthy for Sensitive Groups
Netherlands,34,Good,1,Good,29,Good,5,Good,34,Good
France,51,Moderate,1,Good,32,Good,3,Good,51,Moderate
Portugal,31,Good,1,Good,31,Good,4,Good,28,Good
Honduras,74,Moderate,2,Good,3,Good,3,Good,74,Moderate
Japan,87,Moderate,1,Good,87,Moderate,1,Good,66,Moderate
United States of America,48,Good,2,Good,37,Good,9,Good,48,Good
United Republic of Tanzania,18,Good,0,Good,18,Good,0,Good,17,Good
Peru,24,Good,1,Good,0,Good,2,Good,24,Good
Brazil,22,Good,0,Good,17,Good,1,Good,22,Good
Brazil,21,Good,0,Good,12,Good,1,Good,21,Good
Côte d'Ivoire,61,Moderate,1,Good,19,Good,0,Good,61,Moderate
India,57,Moderate,0,Good,24,Good,0,Good,57,Moderate
India,76,Moderate,1,Good,24,Good,0,Good,76,Moderate
United States of America,42,Good,1,Good,42,Good,1,Good,42,Good
Spain,27,Good,1,Good,27,Good,3,Good,18,Good
Spain,31,Good,1,Good,31,Good,1,Good,20,Good
Spain,31,Good,1,Good,31,Good,1,Good,26,Good
Spain,26,Good,1,Good,20,Good,4,Good,26,Good
Netherlands,31,Good,0,Good,31,Good,2,Good,15,Good
China,25,Good,1,Good,17,Good,1,Good,25,Good
Germany,39,Good,1,Good,34,Good,2,Good,39,Good
Egypt,158,Unhealthy,2,Good,49,Good,6,Good,158,Unhealthy
India,168,Unhealthy,3,Good,168,Unhealthy,1,Good,152,Unhealthy
India,51,Moderate,0,Good,24,Good,0,Good,51,Moderate
India,25,Good,1,Good,25,Good,0,Good,16,Good
United States of America,110,Unhealthy for Sensitive Groups,4,Good,4,Good,35,Good,110,Unhealthy for Sensitive Groups
Sudan,61,Moderate,1,Good,18,Good,0,Good,61,Moderate
Italy,60,Moderate,2,Good,31,Good,7,Good,60,Moderate
Russian Federation,73,Moderate,2,Good,23,Good,14,Good,73,Moderate
India,137,Unhealthy for Sensitive Groups,2,Good,26,Good,4,Good,137,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),112,Unhealthy for Sensitive Groups,0,Good,36,Good,0,Good,112,Unhealthy for Sensitive Groups
India,160,Unhealthy,3,Good,67,Moderate,2,Good,160,Unhealthy
Ethiopia,52,Moderate,1,Good,11,Good,0,Good,52,Moderate
Germany,54,Moderate,1,Good,45,Good,0,Good,54,Moderate
United Republic of Tanzania,19,Good,0,Good,19,Good,0,Good,16,Good
Russian Federation,34,Good,1,Good,34,Good,0,Good,5,Good
Russian Federation,60,Moderate,1,Good,43,Good,0,Good,60,Moderate
France,66,Moderate,1,Good,54,Moderate,0,Good,66,Moderate
Austria,63,Moderate,1,Good,40,Good,0,Good,63,Moderate
India,89,Moderate,2,Good,23,Good,4,Good,89,Moderate
Russian Federation,40,Good,1,Good,40,Good,2,Good,18,Good
Japan,126,Unhealthy for Sensitive Groups,3,Good,6,Good,23,Good,126,Unhealthy for Sensitive Groups
Viet Nam,59,Moderate,1,Good,8,Good,3,Good,59,Moderate
India,214,Very Unhealthy,12,Good,2,Good,27,Good,214,Very Unhealthy
Poland,42,Good,1,Good,42,Good,0,Good,22,Good
Japan,77,Moderate,2,Good,32,Good,6,Good,77,Moderate
China,137,Unhealthy for Sensitive Groups,4,Good,46,Good,9,Good,137,Unhealthy for Sensitive Groups
Russian Federation,41,Good,1,Good,28,Good,0,Good,41,Good
India,67,Moderate,1,Good,13,Good,5,Good,67,Moderate
Germany,66,Moderate,1,Good,58,Moderate,0,Good,66,Moderate
Malaysia,70,Moderate,2,Good,10,Good,3,Good,70,Moderate
Germany,54,Moderate,1,Good,49,Good,0,Good,54,Moderate
Sweden,41,Good,1,Good,41,Good,0,Good,11,Good
Russian Federation,58,Moderate,1,Good,44,Good,2,Good,58,Moderate
Estonia,35,Good,1,Good,35,Good,0,Good,17,Good
India,69,Moderate,1,Good,32,Good,2,Good,69,Moderate
Russian Federation,31,Good,1,Good,31,Good,0,Good,10,Good
China,84,Moderate,1,Good,20,Good,4,Good,84,Moderate
Myanmar,66,Moderate,1,Good,6,Good,3,Good,66,Moderate
Spain,42,Good,1,Good,42,Good,0,Good,15,Good
Dominican Republic,118,Unhealthy for Sensitive Groups,1,Good,31,Good,3,Good,118,Unhealthy for Sensitive Groups
United States of America,85,Moderate,3,Good,22,Good,19,Good,85,Moderate
United States of America,42,Good,1,Good,39,Good,3,Good,42,Good
South Africa,36,Good,1,Good,16,Good,1,Good,36,Good
Finland,34,Good,1,Good,34,Good,0,Good,4,Good
Germany,63,Moderate,1,Good,53,Moderate,0,Good,63,Moderate
Ethiopia,120,Unhealthy for Sensitive Groups,1,Good,26,Good,0,Good,120,Unhealthy for Sensitive Groups
India,163,Unhealthy,3,Good,44,Good,5,Good,163,Unhealthy
Nigeria,84,Moderate,2,Good,45,Good,0,Good,84,Moderate
Dominican Republic,100,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,100,Unhealthy for Sensitive Groups
Mexico,95,Moderate,2,Good,22,Good,1,Good,95,Moderate
India,162,Unhealthy,2,Good,35,Good,3,Good,162,Unhealthy
United Kingdom of Great Britain and Northern Ireland,33,Good,0,Good,33,Good,1,Good,28,Good
Poland,42,Good,1,Good,42,Good,0,Good,37,Good
Italy,80,Moderate,1,Good,60,Moderate,0,Good,80,Moderate
United States of America,50,Good,1,Good,34,Good,6,Good,50,Good
United States of America,71,Moderate,2,Good,30,Good,6,Good,71,Moderate
Philippines,61,Moderate,1,Good,22,Good,1,Good,61,Moderate
Mexico,52,Moderate,1,Good,24,Good,0,Good,52,Moderate
China,78,Moderate,2,Good,49,Good,1,Good,78,Moderate
Democratic Republic of the Congo,71,Moderate,2,Good,8,Good,0,Good,71,Moderate
Bosnia and Herzegovina,96,Moderate,1,Good,41,Good,0,Good,96,Moderate
Angola,52,Moderate,1,Good,20,Good,0,Good,52,Moderate
Russian Federation,32,Good,1,Good,32,Good,5,Good,29,Good
Germany,56,Moderate,1,Good,50,Good,0,Good,56,Moderate
United States of America,46,Good,1,Good,37,Good,4,Good,46,Good
United Kingdom of Great Britain and Northern Ireland,45,Good,1,Good,36,Good,1,Good,45,Good
Germany,43,Good,1,Good,43,Good,0,Good,36,Good
Malawi,62,Moderate,1,Good,21,Good,0,Good,62,Moderate
Bosnia and Herzegovina,63,Moderate,1,Good,50,Good,0,Good,63,Moderate
Albania,93,Moderate,1,Good,48,Good,0,Good,93,Moderate
Uganda,102,Unhealthy for Sensitive Groups,2,Good,12,Good,1,Good,102,Unhealthy for Sensitive Groups
Italy,49,Good,1,Good,49,Good,0,Good,43,Good
China,183,Unhealthy,9,Good,0,Good,42,Good,183,Unhealthy
Pakistan,124,Unhealthy for Sensitive Groups,1,Good,35,Good,1,Good,124,Unhealthy for Sensitive Groups
India,170,Unhealthy,4,Good,168,Unhealthy,1,Good,170,Unhealthy
Philippines,31,Good,0,Good,15,Good,0,Good,31,Good
Russian Federation,34,Good,1,Good,34,Good,0,Good,24,Good
